sentence1,sentence2,score
Makluman: Situasi Semasa Influenza-Like Illness (ILI) di Malaysia Setakat 9 Oktober 2025,Makluman: Dasar BDR Sempena Sidang Kemuncak ASEAN Bermula Pada 23 Oktober 2025 hingga 28 Oktober 2025,0.5
Makluman: Dasar BDR Sempena Sidang Kemuncak ASEAN Bermula Pada 23 Oktober 2025 hingga 28 Oktober 2025,"Makluman: Gempa Bumi Lemah di Keningau, Sabah pada 15 Oktober 2025",0.5
"Makluman: Gempa Bumi Lemah di Keningau, Sabah pada 15 Oktober 2025",Waspada Taktik Penipuan yang Menggunakan Teknologi AI Dengan Menyalahgunakan Muka dan Suara Menteri KPWKM,0.5
Waspada Taktik Penipuan yang Menggunakan Teknologi AI Dengan Menyalahgunakan Muka dan Suara Menteri KPWKM,Makluman: Perluasan BUDI95 Kepada Pengguna Bot Berdaftar di Sarawak & Siling Penggunaan Bagi Pemandu E-Hailing Sepenuh Masa,0.5
Makluman: Perluasan BUDI95 Kepada Pengguna Bot Berdaftar di Sarawak & Siling Penggunaan Bagi Pemandu E-Hailing Sepenuh Masa,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Masjid Al-Taufiqiah, Kuala Gula dan Dewan JKKK, Tanjung Piandang, Perak pada 16 Oktober 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Masjid Al-Taufiqiah, Kuala Gula dan Dewan JKKK, Tanjung Piandang, Perak pada 16 Oktober 2025",Makluman: Permohonan BUDI95 untuk Warganegara Malaysia yang Mempunyai Lesen Memandu Singapura Mulai 16 Oktober 2025,0.5
Makluman: Permohonan BUDI95 untuk Warganegara Malaysia yang Mempunyai Lesen Memandu Singapura Mulai 16 Oktober 2025,Makluman: KESUMA Galak Pelaksanaan AKF Di Sektor Swasta Sempena Sidang Kemuncak ASEAN pada 26 hingga 28 Oktober 2025,0.5
Makluman: KESUMA Galak Pelaksanaan AKF Di Sektor Swasta Sempena Sidang Kemuncak ASEAN pada 26 hingga 28 Oktober 2025,Makluman: Penstrukturan Semula Fi Bagi Pendaftaran Peranti Perubatan Kelas A Berkuat Kuasa Mulai 1 Januari 2026,0.5
Makluman: Penstrukturan Semula Fi Bagi Pendaftaran Peranti Perubatan Kelas A Berkuat Kuasa Mulai 1 Januari 2026,Makluman: Lencongan Jalan dan Penyuraian Trafik Sempena Mesyuarat Pengerusian ASEAN Ke-47 (ASEAN SUMMIT 2025) pada 26 hingga 28 Oktober 2025,0.5
Makluman: Lencongan Jalan dan Penyuraian Trafik Sempena Mesyuarat Pengerusian ASEAN Ke-47 (ASEAN SUMMIT 2025) pada 26 hingga 28 Oktober 2025,Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 16 Oktober hingga 22 Oktober 2025,0.5
Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 16 Oktober hingga 22 Oktober 2025,Makluman: Penetapan Tarikh Bagi Menjalankan PRU Dewan Undangan Sabah ke-17,0.5
Makluman: Penetapan Tarikh Bagi Menjalankan PRU Dewan Undangan Sabah ke-17,Makluman: Pembayaran STR Fasa 4 Mulai 18 Oktober 2025,0.5
Makluman: Pembayaran STR Fasa 4 Mulai 18 Oktober 2025,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Masjid Gusung Melanta, Pulau Bum Bum, Sabah pada 23 Oktober 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Masjid Gusung Melanta, Pulau Bum Bum, Sabah pada 23 Oktober 2025","Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Balai Polis Tambisan, Tambisan, Sabah pada 22 Oktober 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Balai Polis Tambisan, Tambisan, Sabah pada 22 Oktober 2025",Waspada Penumpuan Angin yang Dijangka Berlaku di Rantau Negara sehingga 25 Oktober 2025,0.5
Waspada Penumpuan Angin yang Dijangka Berlaku di Rantau Negara sehingga 25 Oktober 2025,"Penjelasan Insiden Letupan Bunga Api di Kulim, Kedah",0.5
"Penjelasan Insiden Letupan Bunga Api di Kulim, Kedah",Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 23 Oktober hingga 29 Oktober 2025,0.5
Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 23 Oktober hingga 29 Oktober 2025,Waspada Taktik Penipuan Menyalahgunakan Logo dan Nama Bekas Pengarah JKDM dengan Meminta Bayaran Cukai SST Melalui Surat,0.5
Waspada Taktik Penipuan Menyalahgunakan Logo dan Nama Bekas Pengarah JKDM dengan Meminta Bayaran Cukai SST Melalui Surat,Tiada Sebarang Arahan Penutupan Pondok-Pondok Tidak Berdaftar di Kelantan dan Kedah Oleh Kerajaan Persekutuan,0.5
Tiada Sebarang Arahan Penutupan Pondok-Pondok Tidak Berdaftar di Kelantan dan Kedah Oleh Kerajaan Persekutuan,Waspada Panggilan Palsu yang Menyamar Sebagai Wakil Kementerian Komunikasi,0.5
Waspada Panggilan Palsu yang Menyamar Sebagai Wakil Kementerian Komunikasi,"Video Insiden Tanah Runtuh di Bukit Paya Terubong, Pulau Pinang Menenggelamkan Beberapa Buah Kereta Telah Disunting Dengan Teknologi AI",0.5
"Video Insiden Tanah Runtuh di Bukit Paya Terubong, Pulau Pinang Menenggelamkan Beberapa Buah Kereta Telah Disunting Dengan Teknologi AI","Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Sarawak, Labuan, dan Terengganu pada 29 Oktober 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Sarawak, Labuan, dan Terengganu pada 29 Oktober 2025",Tiada Pengeluaran Kad Warga Emas Rasmi Malaysia oleh JKM,0.5
Tiada Pengeluaran Kad Warga Emas Rasmi Malaysia oleh JKM,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Sarawak, Labuan, dan Terengganu pada 28 Oktober 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Sarawak, Labuan, dan Terengganu pada 28 Oktober 2025",Waspada Terhadap Modus Operandi Pengambilalihan Akaun Aplikasi Komunikasi dan Penipuan Pinjaman Wang,0.5
Waspada Terhadap Modus Operandi Pengambilalihan Akaun Aplikasi Komunikasi dan Penipuan Pinjaman Wang,Waspada Cuaca Panas Dijangka Berterusan Hingga Awal November 2025,0.5
Waspada Cuaca Panas Dijangka Berterusan Hingga Awal November 2025,Tiada Agihan Pokok Bunga Secara Percuma di Taman Tasik Titiwangsa,0.5
Tiada Agihan Pokok Bunga Secara Percuma di Taman Tasik Titiwangsa,Makluman: Kempen Pengurangan Bayaran Saman Trafik Sebanyak 70% Bermula Pada 1 November Hingga 30 Disember 2025,0.5
Makluman: Kempen Pengurangan Bayaran Saman Trafik Sebanyak 70% Bermula Pada 1 November Hingga 30 Disember 2025,Makluman: Kit Ujian Influenza di Pasaran Hanya untuk Kegunaan Professional Kesihatan,0.5
Makluman: Kit Ujian Influenza di Pasaran Hanya untuk Kegunaan Professional Kesihatan,Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 30 Oktober hingga 5 November 2025,0.5
Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 30 Oktober hingga 5 November 2025,"Waspada Angin Kencang dan Laut Bergelora di Sabah, Labuan, Laut China Selatan dan Laut Sulu pada 4 hingga 7 November 2025",0.5
"Waspada Angin Kencang dan Laut Bergelora di Sabah, Labuan, Laut China Selatan dan Laut Sulu pada 4 hingga 7 November 2025","Waspada Surat Jemputan Pelantikan Pembekal yang Menyalahgunakan Nama, Logo dan Tandatangan Ketua Pengarah, FAMA",0.5
"Waspada Surat Jemputan Pelantikan Pembekal yang Menyalahgunakan Nama, Logo dan Tandatangan Ketua Pengarah, FAMA","Makluman: Gempa Bumi Lemah di Jementah, Segamat, Johor pada 3 November 2025",0.5
"Makluman: Gempa Bumi Lemah di Jementah, Segamat, Johor pada 3 November 2025","Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kuala Muda Penaga dan Bagan Belat, Pulau Pinang pada 3 November 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kuala Muda Penaga dan Bagan Belat, Pulau Pinang pada 3 November 2025","Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kampung Tepi Sungai, Kuala Muda dan Kampung Pulau Sayak, Pulau Sayak, Kedah pada 4 November 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kampung Tepi Sungai, Kuala Muda dan Kampung Pulau Sayak, Pulau Sayak, Kedah pada 4 November 2025",Waspada Hujan Berterusan di Sabah dan WP Labuan dari 4 hingga 5 November 2025,0.5
Waspada Hujan Berterusan di Sabah dan WP Labuan dari 4 hingga 5 November 2025,Penjelasan Berkenaan Bunyi Dentuman Kuat di Persekitaran Bandar Sungai Petani pada 2 November 2025,0.5
Penjelasan Berkenaan Bunyi Dentuman Kuat di Persekitaran Bandar Sungai Petani pada 2 November 2025,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kuala Sala, Tanjung Dawai, Kedah dan Kuching, Sarawak pada 5 November 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kuala Sala, Tanjung Dawai, Kedah dan Kuching, Sarawak pada 5 November 2025",Waspada Fenomena Air Pasang Ekstrem (Banjir Pantai) di Kedah dan Perlis dari 4 hingga 8 Oktober 2025,0.5
Waspada Fenomena Air Pasang Ekstrem (Banjir Pantai) di Kedah dan Perlis dari 4 hingga 8 Oktober 2025,Makluman: Penambahbaikan Subsidi Ron95 Bagi Pemandu E-Hailing dan Teksi Lapangan Terbang,0.5
Makluman: Penambahbaikan Subsidi Ron95 Bagi Pemandu E-Hailing dan Teksi Lapangan Terbang,Waspada Iklan Perkhidmatan Lesen Memandu Percuma Tanpa Ujian yang Menyalahgunakan Nama dan Logo JPJ,0.5
Waspada Iklan Perkhidmatan Lesen Memandu Percuma Tanpa Ujian yang Menyalahgunakan Nama dan Logo JPJ,Waspada Taktik Penipuan yang Menyalahgunakan Nama myTNB Melalui Emel dengan Pautan Palsu Berkaitan Notis Tunggakan Bil Elektrik,0.5
Waspada Taktik Penipuan yang Menyalahgunakan Nama myTNB Melalui Emel dengan Pautan Palsu Berkaitan Notis Tunggakan Bil Elektrik,Penjelasan Berhubung 80 Murid Sekolah Rendah Islam al-Afsari yang Tidak Dapat Menduduki UPKK Tahun 2025,0.5
Penjelasan Berhubung 80 Murid Sekolah Rendah Islam al-Afsari yang Tidak Dapat Menduduki UPKK Tahun 2025,Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 6 November hingga 12 November 2025,0.5
Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 6 November hingga 12 November 2025,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kompleks LKIM, Mukah, Sarawak pada 10 November 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kompleks LKIM, Mukah, Sarawak pada 10 November 2025",Makluman: Monsun Timur Laut (MTL) 2025/2026 Dijangka Bermula pada 13 November 2025 hingga Mac 2026,0.5
Makluman: Monsun Timur Laut (MTL) 2025/2026 Dijangka Bermula pada 13 November 2025 hingga Mac 2026,Waspada Taufan Fung-Wong yang Dijangka Bergerak ke Arah Barat Merentasi Laut China Selatan Pada 9 hingga 10 November 2025,0.5
Waspada Taufan Fung-Wong yang Dijangka Bergerak ke Arah Barat Merentasi Laut China Selatan Pada 9 hingga 10 November 2025,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Mersing, Johor dan Tebelu, Sarawak pada 12 November 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Mersing, Johor dan Tebelu, Sarawak pada 12 November 2025",Waspada Tawaran Pakej Haji Tanpa Giliran dan Menggunakan Visa-Visa Selain Visa Haji,0.5
Waspada Tawaran Pakej Haji Tanpa Giliran dan Menggunakan Visa-Visa Selain Visa Haji,Waspada Mesej yang Mengandungi Pautan Berkaitan Pembayaran BUDI MADANI ke Akaun Touch ‘n Go,0.5
Waspada Mesej yang Mengandungi Pautan Berkaitan Pembayaran BUDI MADANI ke Akaun Touch ‘n Go,Waspada Penumpuan Angin yang Dijangka Berlaku di Timur dan Utara Semenanjung Malaysia Pada 19 hingga 22 November 2025,0.5
Waspada Penumpuan Angin yang Dijangka Berlaku di Timur dan Utara Semenanjung Malaysia Pada 19 hingga 22 November 2025,Waspada Taktik Penipuan yang Menyalahgunakan Nama JPS) dan Jata Negara dengan Menawarkan Sebut Harga Melalui Dokumen,0.5
Waspada Taktik Penipuan yang Menyalahgunakan Nama JPS) dan Jata Negara dengan Menawarkan Sebut Harga Melalui Dokumen,Hidangan Minuman di Majlis Anugerah Kecemerlangan Menteri KPKT adalah Minuman Ringan Berkarbonat dan Tidak Mengandungi Sebarang Alkohol,0.5
Hidangan Minuman di Majlis Anugerah Kecemerlangan Menteri KPKT adalah Minuman Ringan Berkarbonat dan Tidak Mengandungi Sebarang Alkohol,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kuala Sungai Burung, Jeti Nelayan Pantai Malindo dan Kuala Sungai Pinang, Kawasan Jeti Nelayan, Pulau Pinang pada 17 November 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kuala Sungai Burung, Jeti Nelayan Pantai Malindo dan Kuala Sungai Pinang, Kawasan Jeti Nelayan, Pulau Pinang pada 17 November 2025",Penjualan Produk ASGG Gluta Genc Glow Gummies Dilarang Di Semua Platform Dalam Talian dan Pasaran Domestik,0.5
Penjualan Produk ASGG Gluta Genc Glow Gummies Dilarang Di Semua Platform Dalam Talian dan Pasaran Domestik,Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Dua Kawasan Sekitar Langkawi dan Pulau Pinang Pada 18 November 2025,0.5
Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Dua Kawasan Sekitar Langkawi dan Pulau Pinang Pada 18 November 2025,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Pusat Latihan Polis Langkawi, Padang Mat Sirat, Pulau Langkawi, Kedah pada 19 November 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Pusat Latihan Polis Langkawi, Padang Mat Sirat, Pulau Langkawi, Kedah pada 19 November 2025",Waspada Iklan Perkhidmatan Lesen Memandu Percuma Tanpa Ujian yang Menyalahgunakan Gambar Pengurusan Tertinggi Kementerian/Jabatan,0.5
Waspada Iklan Perkhidmatan Lesen Memandu Percuma Tanpa Ujian yang Menyalahgunakan Gambar Pengurusan Tertinggi Kementerian/Jabatan,Waspada Taktik Penipuan yang Menawarkan Perkhidmatan atas Nama dan Logo MARA,0.5
Waspada Taktik Penipuan yang Menawarkan Perkhidmatan atas Nama dan Logo MARA,Waspada Taktik Penipuan Jualan Anak Pokok Durian Telur Buaya D167 Yang Menyalahgunakan Nama Serta Logo MARDI,0.5
Waspada Taktik Penipuan Jualan Anak Pokok Durian Telur Buaya D167 Yang Menyalahgunakan Nama Serta Logo MARDI,"Waspada Ribut Petir, Hujan Lebat dan Angin Kencang Melibatkan negeri Perlis, Kedah, Pulau Pinang, Kelantan dan Terengganu dari 19 hingga 21 November 2025",0.5
"Waspada Ribut Petir, Hujan Lebat dan Angin Kencang Melibatkan negeri Perlis, Kedah, Pulau Pinang, Kelantan dan Terengganu dari 19 hingga 21 November 2025","Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Pantai Miami Beach, Pulau Pinang pada 20 November 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Pantai Miami Beach, Pulau Pinang pada 20 November 2025",Waspada Hujan Berterusan di Negeri Kelantan dari 19 hingga 21 November 2025,0.5
Waspada Hujan Berterusan di Negeri Kelantan dari 19 hingga 21 November 2025,Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 20 November hingga 26 November 2025,0.5
Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 20 November hingga 26 November 2025,"Makluman: Gangguan Trafik Bagi Kerja- Kerja Membuka Jaring Keselamatan dan Penyokong Jambatan (RUB S7-9A) Merentasi Jalan Kilang Padi, Daerah Kuala Selangor",0.5
"Makluman: Gangguan Trafik Bagi Kerja- Kerja Membuka Jaring Keselamatan dan Penyokong Jambatan (RUB S7-9A) Merentasi Jalan Kilang Padi, Daerah Kuala Selangor",Makluman: Luruan Monsun Di Rantau Negara Bermula dari 24 hingga 27 November 2025,0.5
Makluman: Luruan Monsun Di Rantau Negara Bermula dari 24 hingga 27 November 2025,Waspada Tawaran Haji Menerusi Aplikasi Nusuk,0.5
Waspada Tawaran Haji Menerusi Aplikasi Nusuk,Makluman: Amaran Hujan Berterusan (Bahaya),0.5
Makluman: Amaran Hujan Berterusan (Bahaya),"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kudat, Sabah dan Mersing, Johor pada 25 November 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kudat, Sabah dan Mersing, Johor pada 25 November 2025",Waspada Surat Jemputan Temuduga Bersama Menteri Kewangan yang Menyalahgunakan Jata Negara dan Nama MOF,0.5
Waspada Surat Jemputan Temuduga Bersama Menteri Kewangan yang Menyalahgunakan Jata Negara dan Nama MOF,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kudat, Sabah dan Kuala Selangor, Selangor pada 24 November 2025",0.5
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kudat, Sabah dan Kuala Selangor, Selangor pada 24 November 2025",Makluman: Hujan Berterusan di Negeri Kelantan dari 25 hingga 27 November 2025,0.5
Makluman: Hujan Berterusan di Negeri Kelantan dari 25 hingga 27 November 2025,Makluman Hujan Berterusan di Negeri Terengganu dari 27 hingga 29 November 2025,0.5
Makluman Hujan Berterusan di Negeri Terengganu dari 27 hingga 29 November 2025,Makluman: Penutupan Jalan Raya di Shah Alam Akibat Hujan Yang Berterusan,0.5
Video Pelaporan Berita Berkenaan Situasi ILI di Perak Merupakan Video Lama Pada Tahun 2017,Penjualan Produk Gula-Gula Kenyal Berbentuk Mata Dilarang Di Semua Platform Dalam Talian dan Pasaran Domestik,0.5
Penjualan Produk Gula-Gula Kenyal Berbentuk Mata Dilarang Di Semua Platform Dalam Talian dan Pasaran Domestik,KKM Pantau Limau Mandarin Yang Diimport Sempena Musim Perayaan,0.5
KKM Pantau Limau Mandarin Yang Diimport Sempena Musim Perayaan,JPA Tidak Pernah Mengeluarkan Sebarang Arahan Mewajibkan Semua Pegawai Miliki BMI Yang Seimbang,0.5
JPA Tidak Pernah Mengeluarkan Sebarang Arahan Mewajibkan Semua Pegawai Miliki BMI Yang Seimbang,Rakaman Video Penderaan Kanak-Kanak Lelaki Adalah Video Lama dan Ditularkan Semula,0.5
Rakaman Video Penderaan Kanak-Kanak Lelaki Adalah Video Lama dan Ditularkan Semula,Bendera Malaysia Dikibarkan Secara Terbalik Di Sebuah Sekolah Adalah Insiden Pada Tahun 2020,0.5
Bendera Malaysia Dikibarkan Secara Terbalik Di Sebuah Sekolah Adalah Insiden Pada Tahun 2020,Kadar Pertukaran USD/MYR Yang Diterbitkan Oleh Google Pada 15 Mac 2024 Adalah Tidak Tepat,0.5
Kadar Pertukaran USD/MYR Yang Diterbitkan Oleh Google Pada 15 Mac 2024 Adalah Tidak Tepat,Paparan Gambar e-LMM Berlainan Di Aplikasi MyJPJ Kerana Masalah Teknikal,0.5
Paparan Gambar e-LMM Berlainan Di Aplikasi MyJPJ Kerana Masalah Teknikal,Pembayaran STR Fasa 2 Masih Kekal Pada Bulan April 2024,0.5
Pembayaran STR Fasa 2 Masih Kekal Pada Bulan April 2024,Dakwaan Kandang Khinzir Bersebelahan Dengan Kolam Ternakan Ikan Patin Adalah Video Lama,0.5
Dakwaan Kandang Khinzir Bersebelahan Dengan Kolam Ternakan Ikan Patin Adalah Video Lama,Video Kerja-Kerja Pembaikan Di Loji Rawatan Air Selangor Adalah Video Tahun 2021,0.5
Video Kerja-Kerja Pembaikan Di Loji Rawatan Air Selangor Adalah Video Tahun 2021,Triti Laut Sulawesi Yang Ditandatangani Malaysia & Indonesia Tidak Melibatkan Ambalat,0.5
Triti Laut Sulawesi Yang Ditandatangani Malaysia & Indonesia Tidak Melibatkan Ambalat,Tindakan Tegas Akan Diambil Terhadap Individu Yang Sebarkan Kandungan Menghina Institusi Diraja,0.5
Tindakan Tegas Akan Diambil Terhadap Individu Yang Sebarkan Kandungan Menghina Institusi Diraja,MBM Tidak Pernah Menghantar SMS Pukal Bersifat Provokatif Dan Menghasut,0.5
MBM Tidak Pernah Menghantar SMS Pukal Bersifat Provokatif Dan Menghasut,FSA2 Hanya Boleh Dipohon Melalui Bank Yang Mengambil Bahagian Sahaja,0.5
FSA2 Hanya Boleh Dipohon Melalui Bank Yang Mengambil Bahagian Sahaja,Video Sekumpulan Lelaki Bermain Alat Muzik Berdekatan Masjid Adalah Video Lama,0.5
Video Sekumpulan Lelaki Bermain Alat Muzik Berdekatan Masjid Adalah Video Lama,Pautan Semak Kelayakan PerantiSiswa Yang Tular Bukan Daripada Saluran Rasmi Kementerian,0.5
Pautan Semak Kelayakan PerantiSiswa Yang Tular Bukan Daripada Saluran Rasmi Kementerian,"EPU, JPM Tidak Membuat Tinjauan Berkenaan Menambah Baik Industri/ Sektor Pertanian",0.5
"EPU, JPM Tidak Membuat Tinjauan Berkenaan Menambah Baik Industri/ Sektor Pertanian",PDRM Bersama PGA PDRM Menjalankan Penugasan Rondaan Keselamatan Bagi Penguatkuasaan SOPDi Kawasan Tumpuan Orang Ramai,0.5
PDRM Bersama PGA PDRM Menjalankan Penugasan Rondaan Keselamatan Bagi Penguatkuasaan SOPDi Kawasan Tumpuan Orang Ramai,Hanya Kawasan Yang Terjejas Banjir Sahaja Akan Menghadapi Penutupan Bekalan Elektrik,0.5
Hanya Kawasan Yang Terjejas Banjir Sahaja Akan Menghadapi Penutupan Bekalan Elektrik,Menteri KPDNHEP Tidak Keluarkan Kenyataan Seperti Yang Tular Di Media Sosial,0.5
Menteri KPDNHEP Tidak Keluarkan Kenyataan Seperti Yang Tular Di Media Sosial,DYMM Sultan Johor Tidak Pernah Mengeluarkan Kenyataan Terhadap Kerajaan Seperti Yang Ditularkan,0.5
DYMM Sultan Johor Tidak Pernah Mengeluarkan Kenyataan Terhadap Kerajaan Seperti Yang Ditularkan,"Bukan Untuk Merobohkan Tokong, Tetapi Membina Pagar Penghadang ‘Hoarding’ Untuk Laluan Ke Sekolah",0.5
"Bukan Untuk Merobohkan Tokong, Tetapi Membina Pagar Penghadang ‘Hoarding’ Untuk Laluan Ke Sekolah","Warga Asing Memakai Gelang Pink Didakwa Berkeliaran Di Seksyen 7 Bukit Mahkota, Bangi Adalah Dalam Perjalanan Pulang Ke Kediaman",0.5
"Warga Asing Memakai Gelang Pink Didakwa Berkeliaran Di Seksyen 7 Bukit Mahkota, Bangi Adalah Dalam Perjalanan Pulang Ke Kediaman",57 Kes COVID-19 Pada 17 September 2021 Hanya Melibatkan Warga Tempatan Sahaja,0.5
57 Kes COVID-19 Pada 17 September 2021 Hanya Melibatkan Warga Tempatan Sahaja,"Video Kononnya Berlaku Kesesakan Bagi Sambutan Merdeka Di Drawbridge, Kuala Terengganu Adalah Video Lama",0.5
"Video Kononnya Berlaku Kesesakan Bagi Sambutan Merdeka Di Drawbridge, Kuala Terengganu Adalah Video Lama","Kejadian Seekor Buaya Bawa Mayat Seorang Wanita Berlaku Di Mexico, Bukan Di Jambatan Pulau Pinang",0.5
"Kejadian Seekor Buaya Bawa Mayat Seorang Wanita Berlaku Di Mexico, Bukan Di Jambatan Pulau Pinang","Tawaran Iklan Permohonan Terbuka Rumah Mampu Milik, Skim MyHome, MyDeposit Dan Bina Rumah Atas Tanah Sendiri Di Bawah SPP Kurang Tepat",0.5
"Tawaran Iklan Permohonan Terbuka Rumah Mampu Milik, Skim MyHome, MyDeposit Dan Bina Rumah Atas Tanah Sendiri Di Bawah SPP Kurang Tepat",Kejadian Rompakan Bersenjata 4 Individu Berlaku Di New Delhi Bukan Di Sungai Siput,0.5
Kejadian Rompakan Bersenjata 4 Individu Berlaku Di New Delhi Bukan Di Sungai Siput,"Video Tular Kejadian Rompakan Berlaku Di Luar Negara, Bukan Di Puchong",0.5
"Video Tular Kejadian Rompakan Berlaku Di Luar Negara, Bukan Di Puchong",Polis Nafi Bertindak Kasar Ketika Menahan Wanita Warga Indonesia,0.5
Polis Nafi Bertindak Kasar Ketika Menahan Wanita Warga Indonesia,Video Kekecohan Antara Penduduk Rumah Panjang Dengan Beberapa Anggota Polis Bukan Di Kawasan Pasai Siong Tengah,0.5
Video Kekecohan Antara Penduduk Rumah Panjang Dengan Beberapa Anggota Polis Bukan Di Kawasan Pasai Siong Tengah,Dakwaan Terdapat 60 Orang Pesakit Positif COVID-19 Di Kampung Pasir Putih...,0.5
Dakwaan Terdapat 60 Orang Pesakit Positif COVID-19 Di Kampung Pasir Putih...,Pihak JAKIM Tidak Beri Pengesahan Halal Pada Air Hujan,0.5
Pihak JAKIM Tidak Beri Pengesahan Halal Pada Air Hujan,Tiada Pekerja Panjat Pagar Keluar Dari Kawasan PKPD Top Glove,0.5
Tiada Pekerja Panjat Pagar Keluar Dari Kawasan PKPD Top Glove,Pekerja Warga Asing Yang Memakai Gelang ‘Pink’ Di Tapak Pembinaan Adalah...,0.5
Pekerja Warga Asing Yang Memakai Gelang ‘Pink’ Di Tapak Pembinaan Adalah...,Dakwaan Rakaman Video Wanita Bunuh Diri Di Genting Highlands Adalah Video...,0.5
Dakwaan Rakaman Video Wanita Bunuh Diri Di Genting Highlands Adalah Video...,Video Tular Program Keagamaan Di Kuil Batu Caves Adalah Video Lama,0.5
Video Tular Program Keagamaan Di Kuil Batu Caves Adalah Video Lama,Dakwaan Terdapat Anggota PPK Hospital Sultanah Aminah Johor Bahru Positif COVID-19...,0.5
Dakwaan Terdapat Anggota PPK Hospital Sultanah Aminah Johor Bahru Positif COVID-19...,"Bukan Kes COVID-19, Tetapi Mengalami Sakit Dada",0.5
"Bukan Kes COVID-19, Tetapi Mengalami Sakit Dada",Tiada Larangan Rentas Negeri Di Melaka,0.5
Tiada Larangan Rentas Negeri Di Melaka,Dakwaan 18 Anggota Polis Di IPK Pulau Pinang Disahkan Positif COVID-19...,0.5
Dakwaan 18 Anggota Polis Di IPK Pulau Pinang Disahkan Positif COVID-19...,Tiada Keadaan Darurat Diisytiharkan Di 4 Negeri Oleh KP Kesihatan,0.5
Tiada Keadaan Darurat Diisytiharkan Di 4 Negeri Oleh KP Kesihatan,Aktiviti Banci Secara Bersemuka Masih Berjalan Seperti Biasa,0.5
Aktiviti Banci Secara Bersemuka Masih Berjalan Seperti Biasa,"Dakwaan Bahawa Terdapat Sebuah Sekolah Di Seelong, Kulai Ditutup Akibat Penularan...",0.5
"Dakwaan Bahawa Terdapat Sebuah Sekolah Di Seelong, Kulai Ditutup Akibat Penularan...",Dakwaan Klip Video Kononnya Terdapat Kes Positif COVID-19 Di Klinik Kesihatan...,0.5
Dakwaan Klip Video Kononnya Terdapat Kes Positif COVID-19 Di Klinik Kesihatan...,Tiada Arahan Sekatan Perjalanan Keluar Negeri Kepada Penjawat Awam Di Pahang,0.5
Tiada Arahan Sekatan Perjalanan Keluar Negeri Kepada Penjawat Awam Di Pahang,KKM Tidak Pernah Mengeluarkan Kenyataan Berkenaan Penguatkuasaan Larangan Rentas Daerah Di...,0.5
